JOB_NAME,PROCESS_RUN_SK,BATCH_SK,BATCH_STATUS,CREATE_TS,STATUS_UPDATE_TS,ROWS_ADDED_COUNT,ROWS_UPDATED_COUNT,ROWS_DELETED_COUNT,ROWS_DUPLICATED_COUNT,ROWS_SKIPPED_COUNT,ROWS_ERROR_COUNT,TARGET_ENTITY
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415975432,1075259391,COMPLETED,2024-02-15T09:01:57Z,2024-02-15T09:07:32Z,23690,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415975406,1075259378,COMPLETED,2024-02-15T09:01:44Z,2024-02-15T09:07:00Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415974036,1075258692,COMPLETED,2024-02-15T08:50:18Z,2024-02-15T08:50:24Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415973636,1075258492,COMPLETED,2024-02-15T08:46:58Z,2024-02-15T08:50:52Z,23931,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415973590,1075258469,COMPLETED,2024-02-15T08:46:35Z,2024-02-15T08:50:46Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415972388,1075257868,COMPLETED,2024-02-15T08:36:34Z,2024-02-15T08:36:44Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415971906,1075257627,COMPLETED,2024-02-15T08:32:33Z,2024-02-15T08:36:44Z,2779,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415971654,1075257501,COMPLETED,2024-02-15T08:30:27Z,2024-02-15T08:34:09Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415970534,1075256942,COMPLETED,2024-02-15T08:21:08Z,2024-02-15T08:21:15Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415970102,1075256725,COMPLETED,2024-02-15T08:17:31Z,2024-02-15T08:20:56Z,3013,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415969846,1075256597,COMPLETED,2024-02-15T08:15:23Z,2024-02-15T08:18:36Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415968694,1075256022,COMPLETED,2024-02-15T08:05:48Z,2024-02-15T08:06:00Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415968248,1075255798,COMPLETED,2024-02-15T08:02:04Z,2024-02-15T08:08:44Z,1416,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415968176,1075255762,COMPLETED,2024-02-15T08:01:28Z,2024-02-15T08:05:50Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415966926,1075255137,COMPLETED,2024-02-15T07:51:03Z,2024-02-15T07:51:11Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415966396,1075254872,COMPLETED,2024-02-15T07:46:38Z,2024-02-15T07:52:47Z,3290,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415966218,1075254784,COMPLETED,2024-02-15T07:45:10Z,2024-02-15T07:48:42Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415965122,1075254236,COMPLETED,2024-02-15T07:36:02Z,2024-02-15T07:36:13Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415964544,1075253947,COMPLETED,2024-02-15T07:31:13Z,2024-02-15T07:35:41Z,3902,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415964530,1075253939,COMPLETED,2024-02-15T07:31:05Z,2024-02-15T07:34:39Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415963362,1075253355,COMPLETED,2024-02-15T07:21:21Z,2024-02-15T07:21:31Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415962852,1075253100,COMPLETED,2024-02-15T07:17:06Z,2024-02-15T07:21:00Z,10171,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415962716,1075253033,COMPLETED,2024-02-15T07:15:59Z,2024-02-15T07:20:40Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415961432,1075252391,COMPLETED,2024-02-15T07:05:17Z,2024-02-15T07:05:30Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415961160,1075252254,COMPLETED,2024-02-15T07:03:00Z,2024-02-15T07:09:14Z,7749,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415961024,1075252186,COMPLETED,2024-02-15T07:01:52Z,2024-02-15T07:06:57Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415959794,1075251571,COMPLETED,2024-02-15T06:51:37Z,2024-02-15T06:51:42Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415959272,1075251310,COMPLETED,2024-02-15T06:47:16Z,2024-02-15T06:50:45Z,2719,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415959080,1075251215,COMPLETED,2024-02-15T06:45:41Z,2024-02-15T06:48:41Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415957902,1075250626,COMPLETED,2024-02-15T06:35:52Z,2024-02-15T06:36:01Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415957450,1075250399,COMPLETED,2024-02-15T06:32:06Z,2024-02-15T06:34:59Z,1084,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415957220,1075250285,COMPLETED,2024-02-15T06:30:11Z,2024-02-15T06:35:15Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415956064,1075249707,COMPLETED,2024-02-15T06:20:33Z,2024-02-15T06:20:41Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415955578,1075249464,COMPLETED,2024-02-15T06:16:30Z,2024-02-15T06:19:51Z,1089,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415955490,1075249420,COMPLETED,2024-02-15T06:15:46Z,2024-02-15T06:19:01Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415954278,1075248814,COMPLETED,2024-02-15T06:05:40Z,2024-02-15T06:05:52Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415953850,1075248599,COMPLETED,2024-02-15T06:02:05Z,2024-02-15T06:08:27Z,978,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415953784,1075248567,COMPLETED,2024-02-15T06:01:33Z,2024-02-15T06:05:52Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415952526,1075247938,COMPLETED,2024-02-15T05:51:04Z,2024-02-15T05:51:08Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415952024,1075247687,COMPLETED,2024-02-15T05:46:53Z,2024-02-15T05:51:22Z,1154,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415951922,1075247635,COMPLETED,2024-02-15T05:46:01Z,2024-02-15T05:49:23Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415950690,1075247020,COMPLETED,2024-02-15T05:35:46Z,2024-02-15T05:36:08Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415950270,1075246809,COMPLETED,2024-02-15T05:32:15Z,2024-02-15T05:37:25Z,1073,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415950244,1075246797,COMPLETED,2024-02-15T05:32:03Z,2024-02-15T05:36:46Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415948846,1075246098,COMPLETED,2024-02-15T05:20:24Z,2024-02-15T05:20:28Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415948434,1075245891,COMPLETED,2024-02-15T05:16:57Z,2024-02-15T05:20:19Z,2128,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415948340,1075245844,COMPLETED,2024-02-15T05:16:10Z,2024-02-15T05:20:42Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415947058,1075245203,COMPLETED,2024-02-15T05:05:29Z,2024-02-15T05:05:35Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415946638,1075244993,COMPLETED,2024-02-15T05:01:59Z,2024-02-15T05:07:06Z,1892,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415946612,1075244980,COMPLETED,2024-02-15T05:01:46Z,2024-02-15T05:06:44Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415945216,1075244283,COMPLETED,2024-02-15T04:50:09Z,2024-02-15T04:50:15Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415944870,1075244110,COMPLETED,2024-02-15T04:47:16Z,2024-02-15T04:50:26Z,755,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415944718,1075244033,COMPLETED,2024-02-15T04:45:59Z,2024-02-15T04:50:25Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415943518,1075243433,COMPLETED,2024-02-15T04:35:59Z,2024-02-15T04:36:08Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415943100,1075243225,COMPLETED,2024-02-15T04:32:31Z,2024-02-15T04:36:09Z,1295,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415942952,1075243151,COMPLETED,2024-02-15T04:31:17Z,2024-02-15T04:35:36Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415941630,1075242489,COMPLETED,2024-02-15T04:20:15Z,2024-02-15T04:20:26Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415941192,1075242271,COMPLETED,2024-02-15T04:16:37Z,2024-02-15T04:20:47Z,1846,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415941174,1075242262,COMPLETED,2024-02-15T04:16:28Z,2024-02-15T04:19:51Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415939980,1075241665,COMPLETED,2024-02-15T04:06:31Z,2024-02-15T04:06:44Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415939476,1075241413,COMPLETED,2024-02-15T04:02:19Z,2024-02-15T04:07:16Z,1947,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415939394,1075241372,COMPLETED,2024-02-15T04:01:38Z,2024-02-15T04:07:40Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415938200,1075240774,COMPLETED,2024-02-15T03:51:41Z,2024-02-15T03:51:45Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415937630,1075240489,COMPLETED,2024-02-15T03:46:55Z,2024-02-15T03:50:44Z,1149,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415937474,1075240411,COMPLETED,2024-02-15T03:45:37Z,2024-02-15T03:49:44Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415936382,1075239865,COMPLETED,2024-02-15T03:36:32Z,2024-02-15T03:36:36Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415935896,1075239622,COMPLETED,2024-02-15T03:32:28Z,2024-02-15T03:36:28Z,4227,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415935844,1075239597,COMPLETED,2024-02-15T03:32:03Z,2024-02-15T03:36:52Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415934466,1075238908,COMPLETED,2024-02-15T03:20:34Z,2024-02-15T03:20:40Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415934024,1075238687,COMPLETED,2024-02-15T03:16:53Z,2024-02-15T03:19:30Z,4590,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415933848,1075238598,COMPLETED,2024-02-15T03:15:24Z,2024-02-15T03:18:55Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415932788,1075238068,COMPLETED,2024-02-15T03:06:34Z,2024-02-15T03:08:00Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415932252,1075237800,COMPLETED,2024-02-15T03:02:06Z,2024-02-15T03:05:58Z,1696,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415932180,1075237765,COMPLETED,2024-02-15T03:01:31Z,2024-02-15T03:07:16Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415930936,1075237143,COMPLETED,2024-02-15T02:51:10Z,2024-02-15T02:51:22Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415930414,1075236881,COMPLETED,2024-02-15T02:46:47Z,2024-02-15T02:50:35Z,1833,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415930306,1075236828,COMPLETED,2024-02-15T02:45:54Z,2024-02-15T02:48:39Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415929038,1075236193,COMPLETED,2024-02-15T02:35:19Z,2024-02-15T02:35:30Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415928602,1075235976,COMPLETED,2024-02-15T02:31:42Z,2024-02-15T02:36:44Z,1582,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415928440,1075235894,COMPLETED,2024-02-15T02:30:20Z,2024-02-15T02:33:19Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415927360,1075235355,COMPLETED,2024-02-15T02:21:21Z,2024-02-15T02:21:58Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415926970,1075235160,COMPLETED,2024-02-15T02:18:06Z,2024-02-15T02:21:39Z,1370,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415926700,1075235024,COMPLETED,2024-02-15T02:15:50Z,2024-02-15T02:18:51Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415925472,1075234410,COMPLETED,2024-02-15T02:05:36Z,2024-02-15T02:05:42Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415925110,1075234229,COMPLETED,2024-02-15T02:02:35Z,2024-02-15T02:07:37Z,1871,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415925030,1075234189,COMPLETED,2024-02-15T02:01:55Z,2024-02-15T02:05:57Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415923742,1075233545,COMPLETED,2024-02-15T01:51:11Z,2024-02-15T01:51:34Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415923272,1075233310,COMPLETED,2024-02-15T01:47:16Z,2024-02-15T01:52:02Z,2163,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415923088,1075233218,COMPLETED,2024-02-15T01:45:44Z,2024-02-15T01:49:04Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415921850,1075232600,COMPLETED,2024-02-15T01:35:26Z,2024-02-15T01:35:37Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415921360,1075232355,COMPLETED,2024-02-15T01:31:21Z,2024-02-15T01:35:55Z,2142,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415921270,1075232310,COMPLETED,2024-02-15T01:30:36Z,2024-02-15T01:36:23Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415920192,1075231771,COMPLETED,2024-02-15T01:21:37Z,2024-02-15T01:21:51Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415919580,1075231464,COMPLETED,2024-02-15T01:16:30Z,2024-02-15T01:19:59Z,1487,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415919506,1075231427,COMPLETED,2024-02-15T01:15:53Z,2024-02-15T01:19:29Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415918326,1075230839,COMPLETED,2024-02-15T01:06:05Z,2024-02-15T01:06:12Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415917898,1075230624,COMPLETED,2024-02-15T01:02:30Z,2024-02-15T01:08:16Z,4190,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415917818,1075230583,COMPLETED,2024-02-15T01:01:49Z,2024-02-15T01:07:14Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415916520,1075229934,COMPLETED,2024-02-15T00:51:00Z,2024-02-15T00:51:07Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415916096,1075229723,COMPLETED,2024-02-15T00:47:29Z,2024-02-15T00:51:05Z,1925,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415915984,1075229667,COMPLETED,2024-02-15T00:46:33Z,2024-02-15T00:50:03Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415914696,1075229022,COMPLETED,2024-02-15T00:35:48Z,2024-02-15T00:36:00Z,-1,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415914302,1075228826,COMPLETED,2024-02-15T00:32:32Z,2024-02-15T00:36:01Z,55175,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415914238,1075228794,COMPLETED,2024-02-15T00:32:00Z,2024-02-15T00:37:37Z,1739,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415912934,1075228142,COMPLETED,2024-02-15T00:21:08Z,2024-02-15T00:21:12Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415912558,1075227953,COMPLETED,2024-02-15T00:17:59Z,2024-02-15T00:23:44Z,1492,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415912368,1075227859,COMPLETED,2024-02-15T00:16:25Z,2024-02-15T00:20:31Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415911144,1075227246,COMPLETED,2024-02-15T00:06:12Z,2024-02-15T00:06:33Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415910694,1075227021,COMPLETED,2024-02-15T00:02:27Z,2024-02-15T00:08:35Z,1300,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415910656,1075227002,COMPLETED,2024-02-15T00:02:08Z,2024-02-15T00:10:59Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415909354,1075226352,COMPLETED,2024-02-14T23:51:18Z,2024-02-14T23:51:22Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415908860,1075226104,COMPLETED,2024-02-14T23:47:10Z,2024-02-14T23:50:14Z,1232,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415908730,1075226040,COMPLETED,2024-02-14T23:46:06Z,2024-02-14T23:50:15Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415907524,1075225436,COMPLETED,2024-02-14T23:36:02Z,2024-02-14T23:36:08Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415907094,1075225221,COMPLETED,2024-02-14T23:32:27Z,2024-02-14T23:40:12Z,1821,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415906860,1075225105,COMPLETED,2024-02-14T23:30:31Z,2024-02-14T23:35:22Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415905794,1075224572,COMPLETED,2024-02-14T23:21:38Z,2024-02-14T23:21:42Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415905240,1075224295,COMPLETED,2024-02-14T23:17:01Z,2024-02-14T23:21:08Z,1318,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415905060,1075224204,COMPLETED,2024-02-14T23:15:31Z,2024-02-14T23:19:50Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415903834,1075223591,COMPLETED,2024-02-14T23:05:17Z,2024-02-14T23:05:22Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415903442,1075223396,COMPLETED,2024-02-14T23:02:02Z,2024-02-14T23:08:21Z,2044,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415903394,1075223371,COMPLETED,2024-02-14T23:01:37Z,2024-02-14T23:06:51Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415902074,1075222711,COMPLETED,2024-02-14T22:50:37Z,2024-02-14T22:51:02Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415901546,1075222447,COMPLETED,2024-02-14T22:46:13Z,2024-02-14T22:49:37Z,1997,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415901502,1075222425,COMPLETED,2024-02-14T22:45:51Z,2024-02-14T22:49:27Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415900362,1075221855,COMPLETED,2024-02-14T22:36:21Z,2024-02-14T22:36:28Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415899880,1075221614,COMPLETED,2024-02-14T22:32:20Z,2024-02-14T22:37:32Z,5069,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415899678,1075221513,COMPLETED,2024-02-14T22:30:40Z,2024-02-14T22:38:05Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415898526,1075220938,COMPLETED,2024-02-14T22:21:04Z,2024-02-14T22:21:09Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415898128,1075220738,COMPLETED,2024-02-14T22:17:44Z,2024-02-14T22:22:40Z,4896,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415897914,1075220632,COMPLETED,2024-02-14T22:15:58Z,2024-02-14T22:19:24Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415896704,1075220026,COMPLETED,2024-02-14T22:05:52Z,2024-02-14T22:06:00Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415896274,1075219812,COMPLETED,2024-02-14T22:02:18Z,2024-02-14T22:05:54Z,55625,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415896182,1075219766,COMPLETED,2024-02-14T22:01:32Z,2024-02-14T22:07:24Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415894860,1075219105,COMPLETED,2024-02-14T21:50:31Z,2024-02-14T21:50:45Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415894462,1075218905,COMPLETED,2024-02-14T21:47:11Z,2024-02-14T21:49:56Z,57152,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415894346,1075218847,COMPLETED,2024-02-14T21:46:13Z,2024-02-14T21:50:32Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415893142,1075218246,COMPLETED,2024-02-14T21:36:12Z,2024-02-14T21:36:28Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415892578,1075217964,COMPLETED,2024-02-14T21:31:30Z,2024-02-14T21:36:02Z,1972,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415892442,1075217896,COMPLETED,2024-02-14T21:30:22Z,2024-02-14T21:37:08Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415891262,1075217305,COMPLETED,2024-02-14T21:20:32Z,2024-02-14T21:20:45Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415890814,1075217081,COMPLETED,2024-02-14T21:16:47Z,2024-02-14T21:21:56Z,1572,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415890788,1075217069,COMPLETED,2024-02-14T21:16:35Z,2024-02-14T21:21:10Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415889620,1075216484,COMPLETED,2024-02-14T21:06:50Z,2024-02-14T21:06:57Z,-1,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415889040,1075216195,COMPLETED,2024-02-14T21:02:01Z,2024-02-14T21:06:27Z,55175,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415889006,1075216178,COMPLETED,2024-02-14T21:01:44Z,2024-02-14T21:10:44Z,1968,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415887740,1075215544,COMPLETED,2024-02-14T20:51:10Z,2024-02-14T20:51:19Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415887168,1075215258,COMPLETED,2024-02-14T20:46:24Z,2024-02-14T20:51:09Z,2501,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415887060,1075215205,COMPLETED,2024-02-14T20:45:31Z,2024-02-14T20:50:07Z,55175,-1,-1,-1,-1,-1,
PRES2K_PROD_CONFIG--GENERIC,3415885944,1075214646,COMPLETED,2024-02-14T20:36:12Z,2024-02-14T20:36:30Z,-1,-1,-1,-1,-1,-1,
EXT_HANA_SEMS_ISSUE_TXN--GENERIC,3415885352,1075214351,COMPLETED,2024-02-14T20:31:17Z,2024-02-14T20:36:31Z,2815,-1,-1,-1,-1,-1,
EXP_ZTASSETDISPOSE--GENERIC,3415885338,1075214343,COMPLETED,2024-02-14T20:31:09Z,2024-02-14T20:34:47Z,55175,-1,-1,-1,-1,-1,
